thigh_joint_torque,leg_joint_torque,foot_joint_torque,thigh_left_joint_torque,leg_left_joint_torque,foot_left_joint_torque,thigh_joint_position,leg_joint_position,foot_joint_position,thigh_left_joint_position,leg_left_joint_position,foot_left_joint_position,thigh_joint_velocity,leg_joint_velocity,foot_joint_velocity,thigh_left_joint_velocity,leg_left_joint_velocity,foot_left_joint_velocity,time
-25.287861824035645,-25.287861824035645,-7.586358547210693,-25.287861824035645,-25.287861824035645,-7.586358547210693,-0.1429479132669154,-0.14227590411626573,0.5179710157673165,-0.016296275811279973,-0.4577743558770538,0.6633436132208589,-0.1429479132669154,-0.14227590411626573,0.5179710157673165,-0.016296275811279973,-0.4577743558770538,0.6633436132208589,0.8414999999999995
-40.0,-40.0,-12.0,-40.0,-40.0,-12.0,-0.19972342996302891,-0.08046630790765577,0.4770563007645116,0.002423126553890635,-0.44038367113210014,0.6925211347096267,-0.19972342996302891,-0.08046630790765577,0.4770563007645116,0.002423126553890635,-0.44038367113210014,0.6925211347096267,0.8579999999999994
-16.644268035888672,-16.644268035888672,-4.993280410766602,-16.644268035888672,-16.644268035888672,-4.993280410766602,-0.2846711420991059,-0.010213007699710903,0.44381022119983426,0.0009912945237449417,-0.42936571484603975,0.7427508999648679,-0.2846711420991059,-0.010213007699710903,0.44381022119983426,0.0009912945237449417,-0.42936571484603975,0.7427508999648679,0.8744999999999994
19.537745714187622,19.537745714187622,5.861323714256287,19.537745714187622,19.537745714187622,5.861323714256287,-0.329900779046881,-0.002773305864897705,0.44101468837541746,0.0003814715795094175,-0.39582625662148496,0.7963714146617493,-0.329900779046881,-0.002773305864897705,0.44101468837541746,0.0003814715795094175,-0.39582625662148496,0.7963714146617493,0.8909999999999993
-40.0,-40.0,-12.0,-40.0,-40.0,-12.0,-0.397706411524204,-0.009788197929840006,0.43738171321281555,-0.03872202544309743,-0.3472844516621598,0.7898293809920791,-0.397706411524204,-0.009788197929840006,0.43738171321281555,-0.03872202544309743,-0.3472844516621598,0.7898293809920791,0.9074999999999993
-7.1333396434783936,-7.1333396434783936,-2.140001893043518,-7.1333396434783936,-7.1333396434783936,-2.140001893043518,-0.4932280832465451,-0.01651445039565845,0.4471597421835772,-0.0931964081150834,-0.3463779739998518,0.7832713221934121,-0.4932280832465451,-0.01651445039565845,0.4471597421835772,-0.0931964081150834,-0.3463779739998518,0.7832713221934121,0.9239999999999993
29.940288066864014,29.940288066864014,8.982086420059204,29.940288066864014,29.940288066864014,8.982086420059204,-0.5693678115696847,-0.062225832716268026,0.46788968724280483,-0.1401522376344772,-0.37982835170449736,0.7737553253086081,-0.5693678115696847,-0.062225832716268026,0.46788968724280483,-0.1401522376344772,-0.37982835170449736,0.7737553253086081,0.9404999999999992
40.0,40.0,12.0,40.0,40.0,12.0,-0.6327365966103335,-0.14100386616011643,0.46689057650275395,-0.2116280574125753,-0.3964534836985446,0.7096710253831436,-0.6327365966103335,-0.14100386616011643,0.46689057650275395,-0.2116280574125753,-0.3964534836985446,0.7096710253831436,0.9569999999999992
24.79377508163452,24.79377508163452,7.4381325244903564,24.79377508163452,24.79377508163452,7.4381325244903564,-0.6684682175207836,-0.2421789690546581,0.4663596402131559,-0.2806599140917346,-0.4088676339709661,0.6144095380232454,-0.6684682175207836,-0.2421789690546581,0.4663596402131559,-0.2806599140917346,-0.4088676339709661,0.6144095380232454,0.9734999999999991
38.06272745132446,38.06272745132446,11.418818235397339,38.06272745132446,38.06272745132446,11.418818235397339,-0.6573895021555393,-0.37575038759162993,0.4816942471670512,-0.3270603350612211,-0.4217611222453106,0.5143539564686054,-0.6573895021555393,-0.37575038759162993,0.4816942471670512,-0.3270603350612211,-0.4217611222453106,0.5143539564686054,0.9899999999999991
30.82636833190918,30.82636833190918,9.247910499572754,30.82636833190918,30.82636833190918,9.247910499572754,-0.6364127222238809,-0.508701980828491,0.47015203420587925,-0.378572572707781,-0.41421477257846184,0.42129150830468803,-0.6364127222238809,-0.508701980828491,0.47015203420587925,-0.378572572707781,-0.41421477257846184,0.42129150830468803,1.006499999999999
26.921749114990234,26.921749114990234,8.07652473449707,26.921749114990234,26.921749114990234,8.07652473449707,-0.5691374288939858,-0.644819222013764,0.4543380460924481,-0.37657421805772734,-0.43024637601070537,0.3525250517766858,-0.5691374288939858,-0.644819222013764,0.4543380460924481,-0.37657421805772734,-0.43024637601070537,0.3525250517766858,1.022999999999999
-40.0,-40.0,-12.0,-40.0,-40.0,-12.0,-0.5990010275986375,-0.7040675694608587,0.44241083337658466,-0.43011718373230307,-0.46455947827088745,0.3138062878485356,-0.5990010275986375,-0.7040675694608587,0.44241083337658466,-0.43011718373230307,-0.46455947827088745,0.3138062878485356,1.039499999999999
40.0,40.0,12.0,40.0,40.0,12.0,-0.6274222677352722,-0.7535402963304898,0.4391434838416125,-0.47597238923524915,-0.503231578204298,0.3000087764566651,-0.6274222677352722,-0.7535402963304898,0.4391434838416125,-0.47597238923524915,-0.503231578204298,0.3000087764566651,1.055999999999999
40.0,40.0,12.0,40.0,40.0,12.0,-0.563595760899231,-0.8278059599232116,0.4416521129631093,-0.43501184276488664,-0.5576859679972355,0.28467721364444876,-0.563595760899231,-0.8278059599232116,0.4416521129631093,-0.43501184276488664,-0.5576859679972355,0.28467721364444876,1.072499999999999
29.255170822143555,29.255170822143555,8.776551246643066,29.255170822143555,29.255170822143555,8.776551246643066,-0.44830743176956606,-0.891345603505579,0.46437089725164915,-0.33723407182442566,-0.6176040459353999,0.25063787462149795,-0.44830743176956606,-0.891345603505579,0.46437089725164915,-0.33723407182442566,-0.6176040459353999,0.25063787462149795,1.0889999999999989
-40.0,-40.0,-12.0,-40.0,-40.0,-12.0,-0.4859898284357684,-0.8458274747042259,0.46560176806084447,-0.38233078221654104,-0.6120389905905528,0.2934751817442524,-0.4859898284357684,-0.8458274747042259,0.46560176806084447,-0.38233078221654104,-0.6120389905905528,0.2934751817442524,1.1054999999999988
40.0,40.0,12.0,40.0,40.0,12.0,-0.5155480254002728,-0.8084372035309457,0.442881909283716,-0.4241182512123457,-0.6050708896825652,0.32103484066755106,-0.5155480254002728,-0.8084372035309457,0.442881909283716,-0.4241182512123457,-0.6050708896825652,0.32103484066755106,1.1219999999999988
